File,Line,Column,Error_Code,Description,Message
ui/app.py,670,1,W293,Whitespace,blank line contains whitespace
ui/app.py,673,1,W293,Whitespace,blank line contains whitespace
ui/app.py,676,1,W293,Whitespace,blank line contains whitespace
ui/app.py,683,1,W293,Whitespace,blank line contains whitespace
ui/app.py,686,1,W293,Whitespace,blank line contains whitespace
ui/app.py,688,1,W293,Whitespace,blank line contains whitespace
ui/app.py,691,1,W293,Whitespace,blank line contains whitespace
ui/app.py,709,1,W293,Whitespace,blank line contains whitespace
ui/app.py,710,80,E501,Line length,line too long (95 > 79 characters)
ui/app.py,711,1,W293,Whitespace,blank line contains whitespace
ui/app.py,723,1,W293,Whitespace,blank line contains whitespace
ui/app.py,732,16,C408,Comprehensions,Unnecessary dict call - rewrite as a literal.
ui/app.py,734,1,W293,Whitespace,blank line contains whitespace
ui/app.py,738,1,C901,Complexity,'add_database_viewer_tab' is too complex (10)
ui/app.py,739,1,D202,Docstring format,No blank lines allowed after function docstring
ui/app.py,739,1,D400,Docstring content,First line should end with a period
ui/app.py,740,1,W293,Whitespace,blank line contains whitespace
ui/app.py,742,1,W293,Whitespace,blank line contains whitespace
ui/app.py,745,1,W293,Whitespace,blank line contains whitespace
ui/app.py,752,1,W293,Whitespace,blank line contains whitespace
ui/app.py,755,1,W293,Whitespace,blank line contains whitespace
ui/app.py,758,54,W291,Whitespace,trailing whitespace
ui/app.py,759,28,E128,Indentation,continuation line under-indented for visual indent
ui/app.py,759,80,E501,Line length,line too long (116 > 79 characters)
ui/app.py,760,1,W293,Whitespace,blank line contains whitespace
ui/app.py,763,1,W293,Whitespace,blank line contains whitespace
ui/app.py,775,1,W293,Whitespace,blank line contains whitespace
ui/app.py,778,80,E501,Line length,line too long (94 > 79 characters)
ui/app.py,779,1,W293,Whitespace,blank line contains whitespace
ui/app.py,781,1,W293,Whitespace,blank line contains whitespace
ui/app.py,783,80,E501,Line length,line too long (86 > 79 characters)
ui/app.py,785,1,W293,Whitespace,blank line contains whitespace
ui/app.py,789,1,W293,Whitespace,blank line contains whitespace
ui/app.py,794,1,W293,Whitespace,blank line contains whitespace
ui/app.py,797,1,W293,Whitespace,blank line contains whitespace
ui/app.py,800,1,W293,Whitespace,blank line contains whitespace
ui/app.py,813,1,W293,Whitespace,blank line contains whitespace
ui/app.py,816,80,E501,Line length,line too long (88 > 79 characters)
ui/app.py,818,37,W291,Whitespace,trailing whitespace
ui/app.py,819,80,E501,Line length,line too long (82 > 79 characters)
ui/app.py,820,80,E501,Line length,line too long (121 > 79 characters)
ui/app.py,822,1,W293,Whitespace,blank line contains whitespace
ui/app.py,825,80,E501,Line length,line too long (102 > 79 characters)
ui/app.py,827,1,W293,Whitespace,blank line contains whitespace
ui/app.py,829,80,E501,Line length,line too long (111 > 79 characters)
ui/app.py,833,80,E501,Line length,line too long (97 > 79 characters)
ui/app.py,835,1,W293,Whitespace,blank line contains whitespace
ui/app.py,846,1,W293,Whitespace,blank line contains whitespace
ui/app.py,852,1,C901,Complexity,'fetch_artist_timeline_data' is too complex (12)
ui/app.py,853,1,D400,Docstring content,First line should end with a period
ui/app.py,855,1,W293,Whitespace,blank line contains whitespace
ui/app.py,859,1,W293,Whitespace,blank line contains whitespace
ui/app.py,864,1,W293,Whitespace,blank line contains whitespace
ui/app.py,877,1,W293,Whitespace,blank line contains whitespace
ui/app.py,878,80,E501,Line length,line too long (81 > 79 characters)
ui/app.py,881,1,W293,Whitespace,blank line contains whitespace
ui/app.py,884,80,E501,Line length,line too long (94 > 79 characters)
ui/app.py,887,1,W293,Whitespace,blank line contains whitespace
ui/app.py,890,80,E501,Line length,line too long (88 > 79 characters)
ui/app.py,893,1,W293,Whitespace,blank line contains whitespace
ui/app.py,903,1,W293,Whitespace,blank line contains whitespace
ui/app.py,906,1,C901,Complexity,'classify_musical_era' is too complex (12)
ui/app.py,906,1,E302,Blank lines,"expected 2 blank lines, found 1"
ui/app.py,907,1,D400,Docstring content,First line should end with a period
ui/app.py,909,1,W293,Whitespace,blank line contains whitespace
ui/app.py,913,1,W293,Whitespace,blank line contains whitespace
ui/app.py,919,1,W293,Whitespace,blank line contains whitespace
ui/app.py,925,1,W293,Whitespace,blank line contains whitespace
ui/app.py,948,1,E302,Blank lines,"expected 2 blank lines, found 1"
ui/app.py,949,1,D400,Docstring content,First line should end with a period
ui/app.py,951,1,W293,Whitespace,blank line contains whitespace
ui/app.py,955,1,W293,Whitespace,blank line contains whitespace
ui/app.py,961,1,W293,Whitespace,blank line contains whitespace
ui/app.py,965,80,E501,Line length,line too long (86 > 79 characters)
ui/app.py,966,1,W293,Whitespace,blank line contains whitespace
ui/app.py,969,1,W293,Whitespace,blank line contains whitespace
ui/app.py,973,1,W293,Whitespace,blank line contains whitespace
ui/app.py,983,1,W293,Whitespace,blank line contains whitespace
ui/app.py,986,1,W293,Whitespace,blank line contains whitespace
ui/app.py,989,1,W293,Whitespace,blank line contains whitespace
ui/app.py,991,80,E501,Line length,line too long (80 > 79 characters)
ui/app.py,992,1,W293,Whitespace,blank line contains whitespace
ui/app.py,995,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1005,20,C408,Comprehensions,Unnecessary dict call - rewrite as a literal.
ui/app.py,1006,22,C408,Comprehensions,Unnecessary dict call - rewrite as a literal.
ui/app.py,1010,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1023,15,C408,Comprehensions,Unnecessary dict call - rewrite as a literal.
ui/app.py,1027,15,C408,Comprehensions,Unnecessary dict call - rewrite as a literal.
ui/app.py,1030,16,C408,Comprehensions,Unnecessary dict call - rewrite as a literal.
ui/app.py,1032,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1036,80,E501,Line length,line too long (83 > 79 characters)
ui/app.py,1037,1,D400,Docstring content,First line should end with a period
ui/app.py,1039,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1044,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1050,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1054,80,E501,Line length,line too long (86 > 79 characters)
ui/app.py,1055,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1058,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1061,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1068,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1073,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1080,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1083,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1086,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1088,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1098,77,W291,Whitespace,trailing whitespace
ui/app.py,1099,33,E128,Indentation,continuation line under-indented for visual indent
ui/app.py,1101,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1109,16,C408,Comprehensions,Unnecessary dict call - rewrite as a literal.
ui/app.py,1117,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1122,1,E303,Blank lines,too many blank lines (3)
ui/app.py,1123,1,E302,Blank lines,"expected 2 blank lines, found 3"
ui/app.py,1124,1,D400,Docstring content,First line should end with a period
ui/app.py,1136,1,E302,Blank lines,"expected 2 blank lines, found 1"
ui/app.py,1137,1,D400,Docstring content,First line should end with a period
ui/app.py,1145,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1149,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1154,1,E305,Blank lines,"expected 2 blank lines after class or function definition, found 1"
ui/app.py,1157,9,E117,Indentation,over-indented
ui/app.py,1159,80,E501,Line length,line too long (131 > 79 characters)
ui/app.py,1161,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1163,1,E303,Blank lines,too many blank lines (3)
ui/app.py,1163,80,E501,Line length,line too long (99 > 79 characters)
ui/app.py,1171,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1174,80,E501,Line length,line too long (94 > 79 characters)
ui/app.py,1187,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1190,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1192,80,E501,Line length,line too long (162 > 79 characters)
ui/app.py,1198,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1203,80,E501,Line length,line too long (87 > 79 characters)
ui/app.py,1205,80,E501,Line length,line too long (93 > 79 characters)
ui/app.py,1206,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1228,1,E303,Blank lines,too many blank lines (4)
ui/app.py,1234,80,E501,Line length,line too long (80 > 79 characters)
ui/app.py,1240,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1249,80,E501,Line length,line too long (152 > 79 characters)
ui/app.py,1258,66,W291,Whitespace,trailing whitespace
ui/app.py,1260,80,E501,Line length,line too long (96 > 79 characters)
ui/app.py,1261,80,E501,Line length,line too long (80 > 79 characters)
ui/app.py,1264,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1265,5,E303,Blank lines,too many blank lines (2)
ui/app.py,1268,75,W291,Whitespace,trailing whitespace
ui/app.py,1269,29,E128,Indentation,continuation line under-indented for visual indent
ui/app.py,1269,80,E501,Line length,line too long (122 > 79 characters)
ui/app.py,1274,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1275,5,C901,Complexity,'If 1275' is too complex (55)
ui/app.py,1282,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1283,80,E501,Line length,line too long (87 > 79 characters)
ui/app.py,1283,88,W291,Whitespace,trailing whitespace
ui/app.py,1284,39,E128,Indentation,continuation line under-indented for visual indent
ui/app.py,1285,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1290,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1299,80,E501,Line length,line too long (83 > 79 characters)
ui/app.py,1300,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1302,80,E501,Line length,line too long (90 > 79 characters)
ui/app.py,1303,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1305,80,E501,Line length,line too long (130 > 79 characters)
ui/app.py,1306,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1308,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1309,25,E303,Blank lines,too many blank lines (3)
ui/app.py,1311,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1312,80,E501,Line length,line too long (90 > 79 characters)
ui/app.py,1317,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1320,80,E501,Line length,line too long (92 > 79 characters)
ui/app.py,1323,80,E501,Line length,line too long (80 > 79 characters)
ui/app.py,1325,80,E501,Line length,line too long (91 > 79 characters)
ui/app.py,1327,80,E501,Line length,line too long (80 > 79 characters)
ui/app.py,1329,80,E501,Line length,line too long (103 > 79 characters)
ui/app.py,1331,80,E501,Line length,line too long (81 > 79 characters)
ui/app.py,1333,80,E501,Line length,line too long (92 > 79 characters)
ui/app.py,1334,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1338,80,E501,Line length,line too long (83 > 79 characters)
ui/app.py,1339,80,E501,Line length,line too long (83 > 79 characters)
ui/app.py,1340,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1345,80,E501,Line length,line too long (89 > 79 characters)
ui/app.py,1348,80,E501,Line length,line too long (90 > 79 characters)
ui/app.py,1351,80,E501,Line length,line too long (90 > 79 characters)
ui/app.py,1354,80,E501,Line length,line too long (86 > 79 characters)
ui/app.py,1356,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1359,79,W291,Whitespace,trailing whitespace
ui/app.py,1360,55,W291,Whitespace,trailing whitespace
ui/app.py,1361,56,W291,Whitespace,trailing whitespace
ui/app.py,1362,80,E501,Line length,line too long (83 > 79 characters)
ui/app.py,1367,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1368,80,E501,Line length,line too long (100 > 79 characters)
ui/app.py,1369,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1373,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1375,80,E501,Line length,line too long (82 > 79 characters)
ui/app.py,1376,80,E501,Line length,line too long (81 > 79 characters)
ui/app.py,1377,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1379,80,E501,Line length,line too long (118 > 79 characters)
ui/app.py,1381,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1389,80,E501,Line length,line too long (81 > 79 characters)
ui/app.py,1390,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1392,80,E501,Line length,line too long (85 > 79 characters)
ui/app.py,1394,65,E226,Whitespace,missing whitespace around arithmetic operator
ui/app.py,1395,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1398,52,F541,Other,f-string is missing placeholders
ui/app.py,1399,80,E501,Line length,line too long (81 > 79 characters)
ui/app.py,1400,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1402,80,E501,Line length,line too long (97 > 79 characters)
ui/app.py,1403,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1406,80,E501,Line length,line too long (89 > 79 characters)
ui/app.py,1407,80,E501,Line length,line too long (90 > 79 characters)
ui/app.py,1408,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1410,56,W291,Whitespace,trailing whitespace
ui/app.py,1411,72,W291,Whitespace,trailing whitespace
ui/app.py,1412,67,W291,Whitespace,trailing whitespace
ui/app.py,1417,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1418,80,E501,Line length,line too long (88 > 79 characters)
ui/app.py,1419,80,E501,Line length,line too long (90 > 79 characters)
ui/app.py,1420,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1422,56,W291,Whitespace,trailing whitespace
ui/app.py,1423,72,W291,Whitespace,trailing whitespace
ui/app.py,1424,67,W291,Whitespace,trailing whitespace
ui/app.py,1429,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1431,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1432,80,E501,Line length,line too long (101 > 79 characters)
ui/app.py,1437,80,E501,Line length,line too long (112 > 79 characters)
ui/app.py,1439,80,E501,Line length,line too long (84 > 79 characters)
ui/app.py,1440,80,E501,Line length,line too long (86 > 79 characters)
ui/app.py,1441,80,E501,Line length,line too long (83 > 79 characters)
ui/app.py,1446,80,E501,Line length,line too long (94 > 79 characters)
ui/app.py,1447,80,E501,Line length,line too long (98 > 79 characters)
ui/app.py,1448,80,E501,Line length,line too long (95 > 79 characters)
ui/app.py,1450,80,E501,Line length,line too long (119 > 79 characters)
ui/app.py,1452,80,E501,Line length,line too long (99 > 79 characters)
ui/app.py,1454,80,E501,Line length,line too long (98 > 79 characters)
ui/app.py,1455,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1460,80,E501,Line length,line too long (112 > 79 characters)
ui/app.py,1462,80,E501,Line length,line too long (84 > 79 characters)
ui/app.py,1463,80,E501,Line length,line too long (86 > 79 characters)
ui/app.py,1464,80,E501,Line length,line too long (83 > 79 characters)
ui/app.py,1469,80,E501,Line length,line too long (94 > 79 characters)
ui/app.py,1470,80,E501,Line length,line too long (98 > 79 characters)
ui/app.py,1471,80,E501,Line length,line too long (95 > 79 characters)
ui/app.py,1473,80,E501,Line length,line too long (119 > 79 characters)
ui/app.py,1475,80,E501,Line length,line too long (99 > 79 characters)
ui/app.py,1477,80,E501,Line length,line too long (98 > 79 characters)
ui/app.py,1478,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1483,80,E501,Line length,line too long (94 > 79 characters)
ui/app.py,1484,80,E501,Line length,line too long (82 > 79 characters)
ui/app.py,1486,54,C403,Comprehensions,Unnecessary list comprehension - rewrite as a set comprehension.
ui/app.py,1486,80,E501,Line length,line too long (106 > 79 characters)
ui/app.py,1489,80,E501,Line length,line too long (106 > 79 characters)
ui/app.py,1492,80,E501,Line length,line too long (134 > 79 characters)
ui/app.py,1494,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1496,25,E303,Blank lines,too many blank lines (2)
ui/app.py,1498,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1500,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1502,80,E501,Line length,line too long (96 > 79 characters)
ui/app.py,1504,80,E501,Line length,line too long (94 > 79 characters)
ui/app.py,1507,80,E501,Line length,line too long (113 > 79 characters)
ui/app.py,1509,80,E501,Line length,line too long (91 > 79 characters)
ui/app.py,1511,80,E501,Line length,line too long (94 > 79 characters)
ui/app.py,1512,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1514,80,E501,Line length,line too long (94 > 79 characters)
ui/app.py,1516,80,E501,Line length,line too long (90 > 79 characters)
ui/app.py,1517,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1519,80,E501,Line length,line too long (106 > 79 characters)
ui/app.py,1521,80,E501,Line length,line too long (93 > 79 characters)
ui/app.py,1522,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1524,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1526,80,E501,Line length,line too long (104 > 79 characters)
ui/app.py,1528,80,E501,Line length,line too long (90 > 79 characters)
ui/app.py,1529,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1532,80,E501,Line length,line too long (115 > 79 characters)
ui/app.py,1538,80,E501,Line length,line too long (81 > 79 characters)
ui/app.py,1539,80,E501,Line length,line too long (80 > 79 characters)
ui/app.py,1540,80,E501,Line length,line too long (90 > 79 characters)
ui/app.py,1542,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1544,80,E501,Line length,line too long (83 > 79 characters)
ui/app.py,1545,80,E501,Line length,line too long (94 > 79 characters)
ui/app.py,1547,80,E501,Line length,line too long (100 > 79 characters)
ui/app.py,1548,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1550,80,E501,Line length,line too long (110 > 79 characters)
ui/app.py,1551,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1557,80,E501,Line length,line too long (117 > 79 characters)
ui/app.py,1559,80,E501,Line length,line too long (97 > 79 characters)
ui/app.py,1560,80,E501,Line length,line too long (82 > 79 characters)
ui/app.py,1561,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1564,80,E501,Line length,line too long (101 > 79 characters)
ui/app.py,1565,80,E501,Line length,line too long (101 > 79 characters)
ui/app.py,1566,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1567,67,W291,Whitespace,trailing whitespace
ui/app.py,1568,45,E128,Indentation,continuation line under-indented for visual indent
ui/app.py,1568,67,W291,Whitespace,trailing whitespace
ui/app.py,1570,67,W291,Whitespace,trailing whitespace
ui/app.py,1571,45,E128,Indentation,continuation line under-indented for visual indent
ui/app.py,1571,67,W291,Whitespace,trailing whitespace
ui/app.py,1573,64,W291,Whitespace,trailing whitespace
ui/app.py,1574,45,E128,Indentation,continuation line under-indented for visual indent
ui/app.py,1574,80,E501,Line length,line too long (91 > 79 characters)
ui/app.py,1575,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1577,80,E501,Line length,line too long (110 > 79 characters)
ui/app.py,1578,80,E501,Line length,line too long (105 > 79 characters)
ui/app.py,1579,80,E501,Line length,line too long (93 > 79 characters)
ui/app.py,1579,85,E226,Whitespace,missing whitespace around arithmetic operator
ui/app.py,1584,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1587,80,E501,Line length,line too long (110 > 79 characters)
ui/app.py,1589,80,E501,Line length,line too long (94 > 79 characters)
ui/app.py,1590,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1593,80,E501,Line length,line too long (103 > 79 characters)
ui/app.py,1595,80,E501,Line length,line too long (96 > 79 characters)
ui/app.py,1596,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1600,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1601,80,E501,Line length,line too long (87 > 79 characters)
ui/app.py,1602,80,E501,Line length,line too long (90 > 79 characters)
ui/app.py,1603,54,C403,Comprehensions,Unnecessary list comprehension - rewrite as a set comprehension.
ui/app.py,1603,80,E501,Line length,line too long (126 > 79 characters)
ui/app.py,1604,80,E501,Line length,line too long (114 > 79 characters)
ui/app.py,1605,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1615,80,E501,Line length,line too long (94 > 79 characters)
ui/app.py,1616,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1619,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1622,80,E501,Line length,line too long (90 > 79 characters)
ui/app.py,1624,80,E501,Line length,line too long (90 > 79 characters)
ui/app.py,1625,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1632,80,E501,Line length,line too long (101 > 79 characters)
ui/app.py,1633,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1636,80,E501,Line length,line too long (94 > 79 characters)
ui/app.py,1637,80,E501,Line length,line too long (83 > 79 characters)
ui/app.py,1638,80,E501,Line length,line too long (106 > 79 characters)
ui/app.py,1639,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1641,56,C403,Comprehensions,Unnecessary list comprehension - rewrite as a set comprehension.
ui/app.py,1641,80,E501,Line length,line too long (131 > 79 characters)
ui/app.py,1642,80,E501,Line length,line too long (88 > 79 characters)
ui/app.py,1644,80,E501,Line length,line too long (87 > 79 characters)
ui/app.py,1645,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1647,80,E501,Line length,line too long (125 > 79 characters)
ui/app.py,1648,80,E501,Line length,line too long (123 > 79 characters)
ui/app.py,1649,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1651,80,E501,Line length,line too long (85 > 79 characters)
ui/app.py,1653,80,E501,Line length,line too long (103 > 79 characters)
ui/app.py,1655,80,E501,Line length,line too long (113 > 79 characters)
ui/app.py,1658,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1660,80,E501,Line length,line too long (94 > 79 characters)
ui/app.py,1662,80,E501,Line length,line too long (94 > 79 characters)
ui/app.py,1665,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1674,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1677,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1681,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1684,80,E501,Line length,line too long (105 > 79 characters)
ui/app.py,1685,80,E501,Line length,line too long (120 > 79 characters)
ui/app.py,1686,80,E501,Line length,line too long (100 > 79 characters)
ui/app.py,1687,80,E501,Line length,line too long (121 > 79 characters)
ui/app.py,1688,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1695,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1699,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1701,5,C901,Complexity,'If 1701' is too complex (52)
ui/app.py,1703,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1707,80,E501,Line length,line too long (85 > 79 characters)
ui/app.py,1709,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1713,80,E501,Line length,line too long (97 > 79 characters)
ui/app.py,1714,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1717,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1720,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1723,80,E501,Line length,line too long (83 > 79 characters)
ui/app.py,1728,80,E501,Line length,line too long (154 > 79 characters)
ui/app.py,1729,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1733,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1736,80,E501,Line length,line too long (89 > 79 characters)
ui/app.py,1738,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1740,80,E501,Line length,line too long (85 > 79 characters)
ui/app.py,1741,80,E501,Line length,line too long (91 > 79 characters)
ui/app.py,1742,80,E501,Line length,line too long (91 > 79 characters)
ui/app.py,1743,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1745,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1746,80,E501,Line length,line too long (81 > 79 characters)
ui/app.py,1748,80,E501,Line length,line too long (103 > 79 characters)
ui/app.py,1749,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1753,80,E501,Line length,line too long (125 > 79 characters)
ui/app.py,1757,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1761,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1764,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1768,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1772,80,E501,Line length,line too long (112 > 79 characters)
ui/app.py,1775,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1778,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1782,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1784,80,E501,Line length,line too long (81 > 79 characters)
ui/app.py,1785,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1789,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1797,80,E501,Line length,line too long (116 > 79 characters)
ui/app.py,1800,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1802,80,E501,Line length,line too long (138 > 79 characters)
ui/app.py,1809,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1811,80,E501,Line length,line too long (87 > 79 characters)
ui/app.py,1813,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1816,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1822,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1825,80,E501,Line length,line too long (145 > 79 characters)
ui/app.py,1828,80,E501,Line length,line too long (80 > 79 characters)
ui/app.py,1829,80,E501,Line length,line too long (97 > 79 characters)
ui/app.py,1831,80,E501,Line length,line too long (93 > 79 characters)
ui/app.py,1832,80,E501,Line length,line too long (95 > 79 characters)
ui/app.py,1833,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1834,80,E501,Line length,line too long (95 > 79 characters)
ui/app.py,1835,50,F541,Other,f-string is missing placeholders
ui/app.py,1835,80,E501,Line length,line too long (94 > 79 characters)
ui/app.py,1836,80,E501,Line length,line too long (107 > 79 characters)
ui/app.py,1838,80,E501,Line length,line too long (85 > 79 characters)
ui/app.py,1839,80,E501,Line length,line too long (98 > 79 characters)
ui/app.py,1840,80,E501,Line length,line too long (83 > 79 characters)
ui/app.py,1842,80,E501,Line length,line too long (92 > 79 characters)
ui/app.py,1843,80,E501,Line length,line too long (95 > 79 characters)
ui/app.py,1844,80,E501,Line length,line too long (91 > 79 characters)
ui/app.py,1845,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1847,80,E501,Line length,line too long (96 > 79 characters)
ui/app.py,1849,80,E501,Line length,line too long (93 > 79 characters)
ui/app.py,1851,80,E501,Line length,line too long (91 > 79 characters)
ui/app.py,1852,80,E501,Line length,line too long (100 > 79 characters)
ui/app.py,1853,80,E501,Line length,line too long (105 > 79 characters)
ui/app.py,1855,80,E501,Line length,line too long (88 > 79 characters)
ui/app.py,1856,80,E501,Line length,line too long (131 > 79 characters)
ui/app.py,1858,80,E501,Line length,line too long (94 > 79 characters)
ui/app.py,1860,80,E501,Line length,line too long (132 > 79 characters)
ui/app.py,1862,80,E501,Line length,line too long (133 > 79 characters)
ui/app.py,1864,80,E501,Line length,line too long (97 > 79 characters)
ui/app.py,1867,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1870,80,E501,Line length,line too long (93 > 79 characters)
ui/app.py,1872,80,E501,Line length,line too long (92 > 79 characters)
ui/app.py,1873,80,E501,Line length,line too long (93 > 79 characters)
ui/app.py,1874,80,E501,Line length,line too long (94 > 79 characters)
ui/app.py,1875,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1880,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1884,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1886,80,E501,Line length,line too long (93 > 79 characters)
ui/app.py,1889,80,E501,Line length,line too long (107 > 79 characters)
ui/app.py,1895,80,E501,Line length,line too long (87 > 79 characters)
ui/app.py,1896,1,W293,Whitespace,blank line contains whitespace
ui/app.py,1898,80,E501,Line length,line too long (96 > 79 characters)
ui/app.py,1899,80,E501,Line length,line too long (83 > 79 characters)
ui/app.py,1900,80,E501,Line length,line too long (86 > 79 characters)
ui/app.py,1904,80,E501,Line length,line too long (115 > 79 characters)
